@RELATION Gaussian 
@ATTRIBUTE f1 NUMERIC
@ATTRIBUTE f2 NUMERIC
@ATTRIBUTE f3 NUMERIC
@ATTRIBUTE f4 NUMERIC
@ATTRIBUTE f5 NUMERIC
@ATTRIBUTE f6 NUMERIC
@ATTRIBUTE f7 NUMERIC
@ATTRIBUTE f8 NUMERIC
@ATTRIBUTE f9 NUMERIC
@ATTRIBUTE f10 NUMERIC
@ATTRIBUTE class {A,B}

@Data
66.12295861248828,48.05541975773674,22.87587707671567,6.1803268098700626,16.130649867224804,108.67273122786992,1.9044712817030902,13383.603848111961,7.8646133907666025,108.58414983582817,"A"
34.47895753957992,34.016556382763845,18.144947148964643,4.745745700014427,9.464422311185963,99.65176219444622,2.098198241072437,11494.089268426651,8.424202544948129,110.81664055708956,"B"
57.60674200531088,56.78184473233321,22.9016800513133,5.260440211213972,13.940556670709608,108.05576260947525,2.0150972953243627,11745.677199777389,9.889386863413824,81.59115890646737,"A"
48.31698374746336,53.44335468022126,17.11213023764728,6.023047456418167,9.061761048227142,101.81009915505186,2.0220357702829186,11201.933788894776,8.142073079695155,76.19470413104855,"B"
55.08970785723266,36.5354439307024,23.912521011209446,6.520686525172072,14.160115357328625,94.55567967822903,1.7692956443257952,11567.71087816726,9.884938474692401,161.89677835036372,"A"
146.29391480657353,2029.4704680101777,0.011338630679971873,997.9055389856022,-76.18233051224551,126.0107030681713,2.0521230066227227,11033.248587213271,66.7220088658779,119.93244228184372,"B"
76.1864979102836,2014.2182254331844,7.3887441448579905,998.1675466186804,118.1110645313242,111.39377579104557,1.8155416510006817,7725.252024034711,70.15846551258193,120.80665671731148,"A"
166.25160818158798,1985.038743352054,-1.3279392235091607,998.0354203855608,-16.250982921785624,95.85599326252724,2.200871560246605,10033.880424793122,65.43755646220856,120.29464130126667,"B"
34.30153001477732,1975.8927661368566,1.3472863932998034,997.4268662851536,3.0301018317390556,91.32717070230217,2.1139303807046885,9323.207324776553,66.86630235595314,119.64626303799061,"A"
49.282937738106504,1968.7836964865123,-0.27327604425972163,997.8885876197796,37.88807178739792,79.64701571162747,1.9334574840024774,8378.029944542637,67.04807529379343,119.68172720096513,"B"
37.233224818760235,22.458035978556214,18.595773463219214,6.910515026902071,10.115166544849144,101.76971657796607,2.1314735446432125,11087.755320756693,6.440969066483514,169.68186173820388,"A"
39.20630532575993,21.17468509569792,18.87235935328033,6.323147667472023,10.420126873861005,95.46099163007172,1.790795546620298,11716.601793227635,8.892737398582863,132.30084102590698,"B"
66.68681374582832,25.083473210058933,22.951884134688484,8.104234477889412,5.130015869403039,108.03782712712808,1.9835503562842272,11836.79250224722,7.817469365899451,99.5791082410899,"A"
53.88718158267412,41.64588759345665,19.881927807713947,5.965946064542967,12.49091044199708,87.17165207694896,2.0050349326139916,12291.976911410806,8.209768651896397,115.96781821976636,"B"
62.182164945051014,54.508585296917886,21.975318961632176,6.174288235051798,5.772967919880037,117.59209332094322,2.0857410240619294,11695.950610948954,8.137202276493015,93.75028513771497,"A"
46.59862310329032,2058.7549959770026,-2.890058947838646,998.011373139546,33.51736928307541,96.98132696534392,1.9655138493648598,9250.911708537837,67.53559844888477,119.89683441613421,"B"
65.97405267540952,1917.0226605867465,-3.9479833975069574,998.2283150272714,102.77508456292794,125.89830925410368,1.9599367802872512,9556.635633193802,78.77844264350195,119.72059426115558,"A"
123.08833137805661,2030.5761409002703,-5.299078307297242,998.0678094157106,95.35548234930086,97.99138963058503,1.9888597565391437,10179.367678633731,71.71963587005578,119.86366213859236,"B"
110.4083986566833,1987.4032774006919,0.013820213026219497,997.8727616502023,112.78276242314608,120.94604557503041,1.9557555029487137,10052.331657132641,60.659620489334905,120.33523696197794,"A"
133.80073444617085,2070.397071621825,-7.969278971652583,997.7939717440535,7.5218648978874985,82.03404766654207,2.0595718087066825,9756.792970088,49.31347685831288,120.33255526677605,"B"
69.78424482715444,22.131375814172255,20.225468130053812,6.3244935127422295,10.652435532653122,101.287249261091,1.949812406038168,11399.893003347483,7.130911493850439,127.34270708736616,"A"
58.502666048175605,27.53272321757833,14.754570735496277,7.693321857717448,8.985425652670184,96.01155653655317,1.9949558394986757,12272.582555800544,6.101520017079359,120.27283457333735,"B"
61.41060429143121,30.37351770920293,22.20356835720368,7.12466624619122,7.464099183116246,78.91351806399118,2.057467854818652,11171.726486968899,5.87651551399577,91.7840561715382,"A"
30.17512857916639,38.659770306783294,17.094776275078676,6.699784148015849,2.451793684319359,108.04916407617058,1.9669437888460781,11625.536030354411,8.20070817936786,148.35911834960783,"B"
